p,Rgo,Bo,Bg,Bw,visc_o,visc_g,visc_w
,1138.1208191354738,1.6568896894234086,0.0011691018044147693,1.0746390854399663,0.20431791033060553,0.025885252143767645,0.2352079518645215
,1346.1852704980324,1.7568413997969636,0.0010464871082716649,1.07353682655878,0.19134949553433173,0.028939224843540532,0.24005928114444944
,152.00088829111164,1.1831692961708684,0.004950159496766689,1.0787139876703957,0.3855244308673905,0.014135265472317946,0.21405244439505428
,1959.7611501860965,2.0515960213440847,0.0008463437815862884,1.0696554930450193,0.16442119727819507,0.0377121000064676,0.25585372455630256
,619.8577653381033,1.4079222261626934,0.0018424392142222822,1.0769757849250776,0.255552350508422,0.018792437512178732,0.22398412751933527
,722.2575837023579,1.4571138921124607,0.0016361713189359042,1.0765563247672387,0.2420889968180055,0.02007682463923364,0.22612552109070003
,1.0458564970229096,1.1106522779176071,0.03770776788679128,1.079469630882486,0.5442109939120433,0.012796014922993117,0.20871366230652025
,2258.4074265983613,2.1950621729553674,0.0007910228229620866,1.0673916380486508,0.15501567553641296,0.04172174226667736,0.26444870252151803
,1858.9211302954584,2.0031536641986567,0.0008693820121240721,1.0703622316379586,0.16803189706699295,0.03631613546501607,0.25309210319890324
,2159.5169210777217,2.1475563395380592,0.0008075313742741398,1.0681701962503654,0.15793931879615877,0.04041462305184117,0.26153202421761
,234.9147730560654,1.2230001492632685,0.0037501637661620955,1.0784142268605155,0.345737065547946,0.01481644134192819,0.21593540972223804
,1449.7264450402058,1.8065813598036025,0.0009995810608440538,1.0729497873137992,0.18580585401878363,0.030457163460209352,0.24256247425766778
,1757.4652745805704,1.9544154667809481,0.0008954864040587589,1.0710450303613064,0.17193191142769837,0.03489083583581356,0.2503821674903401
,80.31123725430831,1.1487304326827195,0.007124617168006212,1.0789898086106842,0.4375675672078957,0.013572004592260267,0.21222116471670677
,1242.2822676005717,1.7069276217126288,0.001102184300354583,1.074099925934169,0.19748403304554685,0.027411969576900255,0.23760777368006739
,420.4034143662108,1.3121067065458938,0.0024816158507592057,1.07774288563198,0.2910293060169482,0.016554103543647804,0.21985639732311424
,26.402670949619502,1.1228333927479608,0.012215806501512026,1.079241689681381,0.5001186932861443,0.013122939507442267,0.21044157068719538
,1552.8257603632849,1.8561090558487452,0.0009596457294231965,1.0723388081992267,0.1807663908842231,0.03195836439446789,0.24511735301972232
,929.5980871707325,1.55671782644945,0.0013509308418815113,1.075645584842786,0.22067316882385224,0.022886652532543753,0.23056336517993833
,825.6386564698524,1.50677694111336,0.0014765559098969328,1.0761129247398082,0.2306034235944619,0.02144835971633143,0.2283186003109011
,2059.9647200424247,2.099732635393659,0.0008258624690637014,1.0689248145824881,0.16106643770308063,0.03907823658180225,0.2586670315625382
,1655.4212899965537,1.9053947391856694,0.0009253005325899259,1.0717038892150623,0.17616090092598227,0.03343747464560691,0.24772391743061306
,1033.834753290973,1.6067918924137525,0.001250521025005742,1.075154305076172,0.21198861737603863,0.024371660656240465,0.2328598156978118
,325.1859336177516,1.266365350942165,0.0029951765348444387,1.0780905261810436,0.31513077459351974,0.015621410454976626,0.217870060698258
,518.9867454973111,1.3594649770065492,0.002114295485436757,1.0773713052133245,0.27158379736368654,0.01761359194161428,0.2218944195968066
