p_sat,Rgo,Bo,Bg,Bw,Visc_o,Visc_g,Visc_w
3313,957.6461214,1.511111978,0.00076026,1.019416353,0.411707055,0.028049268,0.485943666
2551,759.4419298,1.411511201,0.000897011,1.019317334,0.477855626,0.024377048,0.487314981
2528,695.8186331,1.381599637,0.00092016,1.019950006,0.525461351,0.023448907,0.479937344
2562,784.7928892,1.430053584,0.000914816,1.019882533,0.428861907,0.02337429,0.480753961
1714.996,457.3416176,1.270036993,0.001358235,1.026599933,0.61305358,0.018669388,0.412055806
1614.996,412.6659949,1.247161165,0.001455199,1.025190289,0.684939299,0.017642199,0.423456624
3575,1212.384258,1.637916095,0.000716169,1.017019539,0.318819039,0.029140473,0.513689645
3131,994.4242569,1.538026968,0.000801875,1.021040146,0.347749128,0.026430894,0.468563787
2992,990.6268027,1.535619547,0.000821914,1.021055926,0.340638875,0.026158743,0.468339683
1614.996,409.4053185,1.249616623,0.0014927,1.028353635,0.642639958,0.017650795,0.397571202
3629,1171.544916,1.622070466,0.000720884,1.018339059,0.323420087,0.028624973,0.497479289
2788,785.212756,1.433666815,0.000879308,1.021201371,0.438001113,0.023817931,0.466616629
3482,1128.522636,1.607173579,0.00075439,1.021403235,0.311485111,0.02797578,0.464827946
2976,895.0019847,1.485783655,0.000825647,1.020194354,0.39592121,0.025449835,0.477547779
2814.696,827.1735858,1.456542477,0.000874469,1.021144286,0.404273314,0.023836536,0.46724938
2364.696,656.8340525,1.371712278,0.001012528,1.021156552,0.484028594,0.021066824,0.466250643
2988,965.6967293,1.526342106,0.000834137,1.022582103,0.34068448,0.025913898,0.45304952
2327,689.4114202,1.384715789,0.001001426,1.021827451,0.461316064,0.022081992,0.45907127
3841.696,1307.015914,1.691795246,0.000702154,1.019262407,0.286274556,0.029988277,0.486410403
3452,1135.333003,1.620093438,0.000778275,1.024576679,0.285649624,0.02732309,0.435725951
2774.696,844.8069914,1.479356868,0.000929527,1.02875415,0.337378293,0.02389181,0.401067414
2737,853.0399245,1.482290875,0.00093173,1.027861788,0.334550301,0.023804417,0.407459046
2665,761.5235402,1.44008111,0.000978758,1.031309711,0.361602271,0.023109688,0.383119374
2665,744.1801126,1.420076599,0.000942826,1.028017493,0.413316775,0.023983217,0.40598114
2765,774.7759534,1.430121394,0.000898325,1.026197206,0.425494146,0.02511502,0.420547251
2665,875.2579846,1.44176033,0.000747574,1.011864514,0.618774249,0.034421574,0.600164801
2865,893.0620042,1.478019629,0.000823623,1.018961946,0.414805591,0.026355134,0.49161092
3265,1049.996872,1.551795501,0.000750371,1.018940165,0.378325136,0.030247856,0.491437883
3165,1043.647613,1.560482668,0.000788677,1.020360985,0.335625565,0.027074134,0.475720833
3215,995.4837582,1.525027431,0.000759414,1.01905768,0.401606918,0.02959533,0.490162441
3259,1105.081245,1.606914875,0.00082017,1.029257715,0.276046533,0.028018449,0.399458233
2290,723.1843595,1.392279745,0.000960165,1.018652144,0.480298666,0.023208207,0.495090587
3478,1169.907351,1.640173455,0.000789437,1.029029532,0.2676247,0.028797088,0.40176914
2656.22,861.4736458,1.468006623,0.000884712,1.022081601,0.385440987,0.025448513,0.457349998
2265,579.6624896,1.326851869,0.001033461,1.024078051,0.590146021,0.022079845,0.436890096
3280,810.4915239,1.531442631,0.001032465,1.064186715,0.244272606,0.023353895,0.26090946
3722,1100.320767,1.653594229,0.000895469,1.058622986,0.21565439,0.027917475,0.277668168
3697,1100.437759,1.650995804,0.000897572,1.058700395,0.2168778,0.028162416,0.277299429
3066,812.7424805,1.505475228,0.001041117,1.060534173,0.263277535,0.024406407,0.268291884
2944,808.2401963,1.502923269,0.001070805,1.060862081,0.258041409,0.024168931,0.266616779
2923,774.6825179,1.49182751,0.001088921,1.060917654,0.261555911,0.023364789,0.266330613
3789,1110.790471,1.674034521,0.000893552,1.05841374,0.204872867,0.026732339,0.278660845
2356,705.3596501,1.426588883,0.001167036,1.047791969,0.307011672,0.022650014,0.301760821
2212,635.6224897,1.392158815,0.001244614,1.048099308,0.328762742,0.021461457,0.299630937
3310,901.7861193,1.555869405,0.000944441,1.047763422,0.252724552,0.023868945,0.308273263
3067,788.2218543,1.480619711,0.000990455,1.049188555,0.300435147,0.024050207,0.301718409
3149,838.1230438,1.513567908,0.000974693,1.048584082,0.275785128,0.02392127,0.304346227
3005,861.2307431,1.529693186,0.001010335,1.049348985,0.254240108,0.023544094,0.300757987
3609,1060.759226,1.602211575,0.000852744,1.046921006,0.261072644,0.029586332,0.3131542
